year,gender,race1r,hispanic,ethnic1r,ager,marital2,hincome,popsize,region,msa,direl,weapon,weapcat,newcrime,newoff,injury,treatment,locationr,notify
2014,2,1,2,1,5,1,5,4,2,1,1,1,3,1,3,1,2,1,1
2014,1,1,1,4,2,1,5,5,2,1,4,1,3,1,3,1,2,3,1
2014,1,1,1,4,2,1,5,5,2,1,5,1,1,1,3,0,0,3,1
2014,1,1,2,1,3,1,5,0,1,3,3,1,1,1,3,0,0,2,2
2014,1,1,2,1,6,2,5,1,2,2,2,2,0,1,4,1,2,1,1
2014,2,2,2,2,5,2,5,1,2,2,2,2,0,1,4,0,0,1,1
2014,1,1,2,1,6,2,5,1,2,2,3,3,5,1,4,0,0,2,2
2014,1,2,2,2,5,1,5,1,3,1,1,2,0,1,4,0,0,3,2
2014,2,1,1,4,1,1,5,1,1,1,3,2,0,1,4,0,0,3,2
2014,1,1,1,4,7,2,5,5,3,1,5,2,0,1,4,0,0,3,2
2014,2,1,2,1,5,1,5,1,3,2,4,2,0,1,4,0,0,5,2
2014,2,1,2,1,5,1,5,1,3,2,4,2,0,1,4,0,0,5,2
2014,2,1,2,1,5,1,5,1,3,2,4,2,0,1,4,0,0,5,2
2014,2,1,2,1,5,1,5,1,3,2,4,2,0,1,4,0,0,5,2
2014,2,1,1,4,6,2,5,5,4,1,4,2,0,1,4,0,0,3,2
2014,2,1,2,1,7,2,5,0,3,3,2,2,0,1,4,1,1,1,2
2014,1,1,2,1,5,2,5,1,1,2,4,2,0,1,4,0,0,3,1
2014,1,1,2,1,1,1,5,2,4,1,5,2,0,1,4,0,0,3,1
2014,2,1,2,1,5,4,5,0,2,3,3,2,0,1,4,0,0,1,1
2014,1,1,2,1,6,4,5,0,2,3,3,2,0,1,4,0,0,1,1
2014,1,1,1,4,5,2,5,5,2,1,4,2,0,1,4,0,0,1,2
2014,1,1,1,4,1,1,5,1,3,2,4,2,0,1,4,0,0,4,2
2014,2,3,2,3,7,2,5,1,3,1,3,2,0,1,4,0,0,1,2
2014,2,1,2,1,6,2,5,0,4,2,2,2,0,1,4,0,0,1,2
2014,1,1,1,4,5,5,5,1,4,3,1,2,0,1,4,0,0,1,2
2014,1,1,2,1,6,1,5,1,1,2,3,2,0,1,4,0,0,1,1
2014,2,3,2,3,7,2,5,2,3,1,4,2,0,1,4,0,0,1,3
2014,1,1,2,1,6,1,5,1,1,2,4,2,0,1,4,0,0,5,2
2014,1,1,2,1,6,1,5,1,1,2,4,2,0,1,4,0,0,5,2
2014,2,1,2,1,5,2,5,3,3,1,4,2,0,1,4,0,0,3,2
2014,1,1,2,1,6,5,5,5,3,1,4,2,0,1,4,0,0,3,1
2014,1,1,2,1,5,4,5,1,4,1,3,2,0,1,4,0,0,3,2
2014,1,1,2,1,5,2,5,1,3,1,4,2,0,1,4,1,2,3,2
2014,1,1,1,4,1,1,5,2,4,1,5,2,0,1,4,0,0,4,2
2014,1,1,2,1,4,1,5,2,4,1,5,2,0,1,4,0,0,3,1
2014,1,1,1,4,5,2,5,1,3,3,3,2,0,1,4,0,0,3,2
2014,1,1,2,1,7,1,5,2,3,1,4,3,5,1,4,0,0,3,2
2014,1,1,2,1,5,2,5,1,1,2,3,2,0,1,4,0,0,3,1
2014,2,1,2,1,5,1,5,0,2,2,1,2,0,1,4,0,0,1,1
2014,2,1,2,1,5,1,5,0,2,2,1,2,0,1,4,0,0,1,1
2014,1,1,2,1,4,1,5,3,2,1,3,2,0,1,4,0,0,3,2
2014,1,1,2,1,4,1,5,3,2,1,3,2,0,1,4,0,0,3,2
2014,2,1,1,4,5,1,5,1,1,2,1,2,0,1,4,0,0,1,2
2014,2,1,2,1,2,1,5,1,2,2,3,2,0,1,4,1,1,4,2
2014,2,1,2,1,6,4,5,0,1,2,3,2,0,1,4,0,0,3,1
2014,2,3,2,3,6,1,5,0,3,2,2,2,0,1,4,0,0,4,1
2014,2,1,2,1,6,5,5,1,1,3,1,2,0,1,4,1,2,1,1
2014,2,1,2,1,1,1,5,1,1,3,2,2,0,1,4,0,0,1,1
2014,2,1,2,1,7,1,5,1,4,1,3,2,0,1,4,0,0,1,1
2014,2,1,2,1,7,3,5,1,3,2,3,3,5,1,4,0,0,1,2
2014,2,1,2,1,7,3,5,1,3,2,3,2,0,1,4,0,0,1,2
2014,1,1,2,1,4,1,5,2,3,1,4,2,0,1,4,0,0,3,2
2014,2,2,2,2,5,2,5,0,3,2,5,2,0,1,4,0,0,4,1
2014,2,2,2,2,7,5,5,0,3,2,3,2,0,1,4,0,0,3,2
2014,1,2,2,2,6,2,5,1,3,2,4,2,0,1,4,0,0,3,1
2014,2,1,1,4,5,1,5,5,3,1,1,2,0,1,4,1,2,1,1
2014,2,1,1,4,5,1,5,5,3,1,1,2,0,1,4,0,0,2,1
2014,1,1,2,1,6,1,5,2,4,1,5,2,0,1,4,0,0,3,2
2014,1,1,2,1,2,1,5,1,4,3,3,2,0,1,4,0,0,3,2
2014,1,1,2,1,2,1,5,1,4,3,3,2,0,1,4,0,0,4,2
2014,1,1,2,1,2,1,5,1,4,3,3,2,0,1,4,1,2,3,2
2014,1,1,2,1,6,1,5,0,2,2,1,2,0,1,4,1,1,3,1
2014,1,1,2,1,7,2,5,0,2,2,3,2,0,1,4,0,0,3,3
2014,1,2,2,2,7,4,5,1,3,3,3,2,0,1,4,0,0,5,2
2014,2,2,2,2,2,1,5,4,3,1,4,2,0,1,4,1,2,1,1
2014,2,1,2,1,4,2,5,5,3,1,1,2,0,1,4,1,1,1,1
2014,1,1,2,1,7,4,5,1,4,2,4,3,5,1,4,0,0,3,1
2014,1,1,2,1,7,2,5,1,4,2,3,2,0,1,4,0,0,1,1
2014,1,1,1,4,6,1,5,5,3,1,4,2,0,1,4,1,1,3,2
2014,2,1,2,1,5,1,5,4,3,1,3,3,5,1,4,0,0,3,2
2014,1,1,2,1,2,1,5,0,3,2,3,2,0,1,4,1,1,4,2
2014,1,1,1,4,4,2,5,4,3,1,4,3,5,1,4,0,0,3,2
2014,2,1,2,1,7,4,5,1,4,2,4,2,0,1,4,0,0,3,1
2014,1,3,2,3,7,2,5,4,4,1,4,2,0,1,4,1,1,3,1
2014,2,1,2,1,7,2,5,1,4,1,3,2,0,1,4,0,0,2,2
2014,2,3,1,4,5,1,5,1,4,2,1,2,0,1,4,1,1,3,1
2014,1,1,2,1,4,1,5,1,4,3,4,3,5,1,4,0,0,3,2
2014,1,1,2,1,5,1,5,1,4,2,4,2,0,1,4,1,1,3,2
2014,1,1,2,1,7,1,5,3,2,1,4,2,0,1,4,0,0,1,2
2014,2,1,2,1,7,4,5,1,2,2,4,2,0,1,4,0,0,1,1
2014,2,1,2,1,6,4,5,3,2,1,1,2,0,1,4,0,0,3,1
2014,1,1,2,1,7,1,5,1,2,3,4,2,0,1,4,0,0,5,2
2014,2,1,2,1,1,1,5,1,2,3,3,2,0,1,4,0,0,4,1
2014,2,1,2,1,1,1,5,1,2,3,3,2,0,1,4,0,0,4,1
2014,1,1,1,4,1,1,5,0,3,2,3,2,0,1,4,0,0,2,2
2014,1,1,1,4,1,1,5,0,3,2,3,2,0,1,4,1,1,4,2
2014,2,1,1,4,6,4,5,1,1,2,4,2,0,1,4,1,1,1,1
2014,1,1,2,1,5,1,5,3,2,1,4,2,0,1,4,0,0,3,2
2014,1,1,2,1,5,1,5,3,2,1,5,2,0,1,4,0,0,3,2
2014,2,1,2,1,7,3,5,3,2,1,3,2,0,1,4,0,0,1,2
2014,1,1,2,1,6,2,5,0,2,3,3,2,0,1,4,0,0,3,2
2014,2,1,1,4,7,3,5,5,1,1,4,2,0,1,4,0,0,5,2
2014,1,1,2,1,5,1,5,0,1,2,4,2,0,1,4,1,2,3,2
2014,1,1,2,1,5,2,5,1,1,2,4,3,5,1,4,0,0,3,1
2014,2,2,2,2,5,5,5,0,3,2,1,2,0,1,4,1,1,1,1
2014,2,3,1,4,1,1,5,1,4,2,3,2,0,1,4,0,0,4,2
2014,1,1,2,1,6,2,5,3,4,1,4,3,5,1,4,0,0,1,2
2014,1,1,1,4,6,4,5,1,3,2,4,2,0,2,5,0,0,3,1
2014,1,2,2,2,1,1,5,1,3,3,4,2,0,2,5,0,0,4,2
2015,2,1,2,1,6,4,5,1,2,2,3,2,0,1,1,0,0,3,2
2015,2,1,2,1,6,4,5,1,2,3,4,2,0,1,1,1,1,1,2
2015,2,1,2,1,1,1,5,1,3,1,3,2,0,1,1,1,2,5,1
2015,2,1,2,1,5,2,5,3,2,1,3,3,5,1,1,0,0,1,2
2015,2,1,1,4,1,1,5,1,3,2,3,2,0,1,1,0,0,2,1
2015,1,1,2,1,7,3,5,0,3,2,4,2,0,1,2,1,1,3,2
2015,1,1,2,1,2,1,5,4,1,1,3,2,0,1,2,0,0,3,2
2015,1,1,1,4,5,5,5,5,4,1,4,2,0,1,2,1,2,1,1
2015,1,1,2,1,7,1,5,1,4,3,3,2,0,1,2,0,0,1,1
2015,2,1,1,4,6,2,5,5,2,1,4,2,0,1,2,1,1,3,2
2015,1,3,2,3,5,1,5,1,3,2,4,1,3,1,2,1,2,3,1
2015,1,3,2,3,5,1,5,1,3,2,3,1,1,1,2,0,0,2,1
2015,1,1,2,1,1,1,5,1,2,2,3,2,0,1,2,0,0,4,2
2015,1,1,2,1,5,1,5,0,2,2,6,3,5,1,2,1,2,3,1
2015,1,1,1,4,4,1,5,1,3,2,3,1,1,1,2,0,0,1,2
2015,2,1,2,1,8,2,5,3,4,1,4,1,1,1,2,0,0,1,1
2015,2,1,1,4,7,2,5,4,4,1,4,1,3,1,2,0,0,1,1
2015,2,1,2,1,5,1,5,1,2,2,4,3,5,1,2,1,2,3,1
2015,1,1,2,1,6,4,5,5,1,1,4,1,1,1,2,0,0,3,1
2015,1,1,2,1,6,2,5,0,2,2,4,1,1,1,3,0,0,3,1
2015,2,3,2,3,6,2,5,2,4,1,5,1,3,1,3,0,0,1,1
2015,1,3,2,3,6,2,5,1,4,1,4,1,1,1,3,1,1,5,1
2015,1,2,2,2,2,1,5,1,3,2,5,2,0,1,3,1,1,3,1
2015,1,1,2,1,6,2,5,0,4,3,4,1,2,1,3,1,2,3,1
2015,2,1,2,1,6,2,5,1,3,3,2,1,4,1,3,1,1,1,1
2015,2,1,2,1,6,1,5,5,1,1,3,1,2,1,3,0,0,3,2
2015,2,1,2,1,6,2,5,0,3,3,2,1,1,1,3,1,1,1,1
2015,1,1,2,1,6,4,5,1,3,3,3,1,4,1,3,0,0,5,1
2015,2,1,2,1,4,1,5,1,2,2,4,2,0,1,3,1,1,3,1
2015,2,1,2,1,7,4,5,0,2,2,4,1,1,1,3,0,0,1,1
2015,2,1,2,1,7,4,5,0,2,2,4,1,1,1,3,0,0,1,1
2015,1,1,2,1,5,1,5,1,2,2,5,1,3,1,3,0,0,2,2
2015,2,1,1,4,6,1,5,1,4,2,4,1,2,1,3,0,0,1,2
2015,2,1,2,1,4,1,5,2,4,1,4,1,2,1,3,0,0,1,1
2015,1,1,2,1,1,1,5,1,2,1,3,1,2,1,3,0,0,4,2
2015,1,1,1,4,4,2,5,3,4,1,4,1,1,1,3,0,0,3,1
2015,2,1,2,1,5,1,5,1,2,2,1,1,1,1,3,1,2,1,1
2015,2,1,2,1,7,1,5,1,3,2,4,1,4,1,3,0,0,3,1
2015,1,1,2,1,4,1,5,1,2,3,6,1,1,1,3,0,0,3,1
2015,2,2,2,2,6,1,5,2,3,1,3,1,3,1,3,0,0,1,1
2015,1,1,2,1,8,4,5,5,2,1,3,1,3,1,3,0,0,1,1
2015,1,2,2,2,5,1,5,4,4,1,3,1,3,1,3,0,0,4,2
2015,2,1,2,1,3,1,5,1,4,1,2,2,0,1,3,1,1,2,1
2015,1,2,2,2,7,3,5,1,3,2,2,2,0,1,3,1,2,1,1
2015,1,1,2,1,6,2,5,0,3,2,3,3,5,1,4,0,0,3,1
2015,2,1,2,1,3,1,5,1,2,2,3,2,0,1,4,0,0,1,2
2015,2,1,2,1,6,2,5,0,1,3,1,2,0,1,4,1,1,1,2
2015,2,1,2,1,6,2,5,0,1,3,1,2,0,1,4,1,1,1,2
2015,2,1,2,1,6,2,5,0,1,3,1,2,0,1,4,1,1,1,2
2015,2,1,2,1,6,2,5,0,1,3,1,2,0,1,4,1,1,1,2
2015,2,1,2,1,6,2,5,0,1,3,1,2,0,1,4,1,1,1,2
2015,2,1,2,1,6,2,5,0,1,3,1,2,0,1,4,1,1,1,2
2015,2,1,2,1,6,2,5,0,1,3,1,2,0,1,4,1,1,1,2
2015,2,1,2,1,6,2,5,0,1,3,1,2,0,1,4,1,1,1,2
2015,2,1,2,1,6,2,5,0,1,3,1,2,0,1,4,1,1,1,2
2015,2,1,2,1,6,2,5,0,1,3,1,2,0,1,4,1,1,1,2
2015,1,1,2,1,6,4,5,1,3,3,4,2,0,1,4,0,0,5,2
2015,1,1,2,1,6,4,5,1,3,3,4,2,0,1,4,0,0,5,2
2015,1,1,2,1,8,4,5,1,3,1,3,2,0,1,4,0,0,1,1
2015,2,1,2,1,1,1,5,2,2,1,3,2,0,1,4,0,0,4,2
2015,2,1,2,1,6,1,5,4,4,1,4,2,0,1,4,0,0,3,1
2015,1,1,1,4,5,2,5,5,4,1,1,2,0,1,4,0,0,2,1
2015,1,1,2,1,2,1,5,1,4,2,4,2,0,1,4,0,0,3,2
2015,2,1,2,1,7,1,5,4,4,1,3,2,0,1,4,0,0,1,2
2015,1,1,2,1,3,1,5,1,4,2,4,2,0,1,4,1,2,5,2
2015,1,2,2,2,6,2,5,2,3,1,3,2,0,1,4,1,1,1,2
2015,1,2,2,2,6,2,5,2,3,1,3,2,0,1,4,1,1,1,1
2015,2,2,2,2,6,1,5,0,3,2,1,2,0,1,4,0,0,1,1
2015,1,2,2,2,1,1,5,1,2,2,3,2,0,1,4,0,0,2,2
2015,2,1,2,1,5,2,5,1,2,2,3,2,0,1,4,0,0,1,1
2015,1,1,2,1,7,2,5,1,3,2,2,2,0,1,4,1,2,2,2
2015,2,3,2,3,7,2,5,2,4,1,4,2,0,1,4,0,0,5,1
2015,1,2,2,2,6,1,5,4,1,1,1,2,0,1,4,0,0,3,1
2015,2,2,2,2,5,2,5,2,4,1,4,3,5,1,4,0,0,1,2
2015,2,2,2,2,5,2,5,2,4,1,3,2,0,1,4,0,0,1,2
2015,2,2,2,2,6,1,5,5,2,1,4,2,0,1,4,0,0,2,1
2015,1,1,1,4,5,2,5,0,3,2,3,2,0,1,4,0,0,3,1
2015,1,1,2,1,7,4,5,0,3,2,4,2,0,1,4,0,0,3,2
2015,1,1,1,4,5,4,5,1,3,1,4,2,0,1,4,0,0,3,2
2015,1,2,2,2,1,1,5,1,3,3,4,2,0,1,4,0,0,3,2
2015,2,1,2,1,2,1,5,0,3,3,1,2,0,1,4,0,0,2,2
2015,1,1,2,1,7,2,5,1,3,2,4,2,0,1,4,0,0,3,1
2015,1,2,2,2,6,1,5,1,2,3,5,2,0,1,4,0,0,3,1
2015,1,2,2,2,7,4,5,0,3,2,3,2,0,1,4,0,0,1,1
2015,2,1,2,1,5,2,5,1,4,3,4,2,0,1,4,0,0,5,2
2015,2,1,2,1,6,5,5,2,4,1,3,2,0,1,4,1,1,5,1
2015,2,1,1,4,5,1,5,2,2,1,1,3,5,1,4,1,1,1,1
2015,1,1,2,1,1,1,5,1,4,2,3,2,0,1,4,0,0,3,2
2015,1,1,2,1,1,1,5,1,4,2,3,2,0,1,4,0,0,4,2
2015,1,1,2,1,3,1,5,1,3,2,4,2,0,1,4,0,0,4,2
2015,1,1,2,1,3,1,5,1,3,2,6,2,0,1,4,0,0,4,2
2015,1,1,2,1,6,4,5,5,1,1,3,2,0,1,4,0,0,1,1
2015,2,1,1,4,5,2,5,1,3,2,1,2,0,1,4,1,1,1,1
2015,2,1,1,4,5,2,5,1,3,2,1,2,0,1,4,1,1,1,1
2015,2,2,2,2,3,1,5,1,3,2,4,2,0,1,4,0,0,4,3
2015,2,2,2,2,3,1,5,1,3,2,4,2,0,1,4,0,0,4,3
2015,2,1,2,1,4,1,5,3,4,1,4,2,0,1,4,0,0,3,2
2015,2,1,2,1,4,1,5,3,4,1,4,2,0,1,4,0,0,3,2
2015,1,2,2,2,2,1,5,0,2,2,3,2,0,1,4,0,0,4,2
2015,1,1,2,1,6,2,5,4,3,1,4,2,0,1,4,0,0,3,2
2015,1,1,2,1,6,2,5,4,3,1,4,2,0,1,4,0,0,3,2
2015,2,2,2,2,6,1,5,1,2,2,1,2,0,1,4,0,0,3,1
2015,2,1,2,1,6,5,5,1,2,2,1,2,0,1,4,1,1,1,1
2015,1,1,1,4,6,2,5,1,3,1,4,3,5,1,4,0,0,1,1
2015,2,3,2,3,4,2,5,0,3,3,4,3,5,1,4,0,0,1,1
2015,2,3,2,3,5,4,5,4,3,1,4,2,0,1,4,0,0,5,1
2015,1,1,1,4,3,1,5,4,4,1,4,2,0,1,4,1,2,3,1
2015,1,1,2,1,1,1,5,0,2,2,3,2,0,1,4,0,0,1,2
2015,1,1,2,1,1,1,5,0,2,2,3,2,0,1,4,0,0,1,2
2015,2,1,2,1,7,4,5,1,1,3,1,2,0,1,4,0,0,1,1
2015,2,1,2,1,3,2,5,3,4,1,3,2,0,1,4,0,0,1,2
2015,2,1,2,1,4,1,5,1,2,1,3,2,0,1,4,0,0,4,2
2015,1,1,2,1,7,2,5,1,2,1,2,2,0,1,4,0,0,1,3
2015,1,1,2,1,7,2,5,1,2,1,2,2,0,1,4,0,0,1,2
2015,2,1,1,4,1,1,5,1,4,2,6,2,0,1,4,0,0,3,2
2015,2,1,2,1,6,1,5,5,4,1,4,2,0,1,4,0,0,3,2
2015,2,1,2,1,6,4,5,1,4,2,3,2,0,1,4,0,0,3,2
2015,1,1,2,1,5,1,5,4,2,1,4,2,0,1,4,0,0,3,3
2015,1,1,2,1,5,1,5,4,2,1,4,2,0,1,4,0,0,3,2
2015,1,1,2,1,5,1,5,4,2,1,5,2,0,1,4,0,0,3,2
2015,1,1,2,1,5,1,5,4,2,1,4,2,0,1,4,0,0,3,2
2015,1,1,1,4,6,2,5,4,4,1,4,2,0,1,4,0,0,3,2
2015,2,1,2,1,8,4,5,2,4,2,2,2,0,1,4,0,0,1,2
2015,2,1,2,1,6,5,5,5,3,1,4,2,0,1,4,0,0,3,2
2015,1,1,2,1,6,2,5,2,4,1,3,2,0,1,4,0,0,1,2
2015,2,1,2,1,5,1,5,1,2,1,4,2,0,1,4,0,0,5,2
2015,2,2,2,2,4,1,5,1,3,2,5,2,0,1,4,0,0,2,2
2015,2,1,2,1,6,4,5,1,3,2,3,2,0,1,4,0,0,5,2
2015,1,1,2,1,6,2,5,0,4,3,3,2,0,1,4,0,0,5,1
2015,2,1,2,1,6,4,5,0,2,3,4,3,5,1,4,0,0,3,1
2015,2,3,2,3,4,1,5,0,3,2,5,3,5,1,4,0,0,1,2
2015,1,1,1,4,5,1,5,1,4,1,4,2,0,1,4,0,0,3,1
2015,2,1,2,1,6,2,5,3,4,1,1,2,0,1,4,1,1,1,1
2015,1,2,2,2,7,4,5,3,4,1,4,2,0,1,4,1,1,3,2
2015,1,2,2,2,5,1,5,1,2,2,4,3,5,1,4,0,0,1,2
2015,2,1,2,1,6,1,5,2,3,1,1,2,0,1,4,1,1,1,2
2015,2,1,2,1,6,2,5,1,4,2,3,2,0,1,4,0,0,1,2
2015,1,1,2,1,8,4,5,4,4,1,4,2,0,1,4,0,0,3,2
2015,1,1,2,1,7,4,5,2,4,2,2,2,0,1,4,0,0,5,2
2015,1,1,2,1,7,4,5,2,4,2,2,2,0,1,4,1,1,1,2
2015,2,3,2,3,2,1,5,1,1,2,3,2,0,1,4,0,0,4,2
2015,2,3,2,3,2,1,5,1,1,2,3,2,0,1,4,0,0,4,2
2015,2,3,2,3,2,1,5,1,1,2,3,2,0,1,4,0,0,4,2
2015,2,3,2,3,2,1,5,1,1,2,3,2,0,1,4,0,0,4,2
2015,1,1,2,1,6,1,5,2,3,1,6,2,0,2,5,0,0,3,2
2015,2,1,2,1,5,2,5,3,2,1,4,3,5,2,5,0,0,3,1
2015,1,3,2,3,4,1,5,5,1,1,6,3,5,2,5,0,0,3,2
1995,2,2,2,2,5,2,4,5,4,1,4,3,5,2,5,0,0,3,1
1995,1,1,2,1,1,1,4,0,3,3,6,2,0,2,5,0,0,4,2
1995,1,1,2,1,1,1,4,0,3,3,6,2,0,2,5,0,0,4,2
1996,2,1,2,1,6,1,4,1,1,2,3,2,0,1,1,0,0,3,2
1996,2,1,2,1,6,1,4,1,1,2,3,2,0,1,1,0,0,3,2
1996,2,1,2,1,6,1,4,1,1,2,3,2,0,1,1,0,0,3,2
1996,2,1,2,1,6,1,4,1,1,2,3,2,0,1,1,0,0,3,2
1996,2,1,2,1,6,5,4,3,4,1,4,2,0,1,1,0,0,3,2
1996,2,1,2,1,6,2,4,5,4,1,4,2,0,1,1,1,1,3,1
1996,2,1,1,4,2,1,4,1,3,2,4,2,0,1,1,1,1,5,1
1996,2,1,2,1,5,5,4,2,4,1,1,2,0,1,1,0,0,1,2
1996,2,1,2,1,1,1,4,2,4,1,3,2,0,1,1,0,0,1,2
1996,2,1,2,1,6,4,4,0,2,3,3,2,0,1,1,0,0,1,1
1996,2,1,2,1,6,2,4,1,3,2,2,2,0,1,1,0,0,3,1
1996,2,1,1,4,6,5,4,2,4,2,4,3,5,1,1,0,0,3,2
1996,2,1,2,1,6,4,4,2,2,1,1,2,0,1,1,1,1,1,1
1996,2,1,2,1,6,5,4,2,3,2,3,2,0,1,1,0,0,1,2
1996,1,1,88,1,5,1,4,0,1,2,3,2,0,1,1,0,0,5,2
1996,2,3,2,3,5,5,4,1,3,2,4,2,0,1,1,1,1,3,1
1996,2,1,2,1,6,5,4,3,4,1,4,1,2,1,1,0,0,3,2
1996,2,1,2,1,6,5,4,3,4,1,4,3,5,1,1,0,0,3,2
1996,2,2,2,2,1,1,4,5,2,1,3,2,0,1,1,1,1,4,2
1996,2,1,2,1,6,2,4,5,3,1,4,2,0,1,1,1,1,5,1
1996,1,1,2,1,7,4,4,1,3,2,3,1,1,1,2,0,0,1,2
1996,1,1,2,1,6,4,4,3,4,1,4,2,0,1,2,0,0,1,1
1996,1,2,1,4,4,4,4,1,1,2,4,1,1,1,2,1,2,1,1
1996,2,2,2,2,6,3,4,1,3,2,4,1,2,1,2,0,0,2,2
1996,2,1,1,4,5,2,4,1,3,2,4,1,1,1,2,0,0,3,1
1996,1,2,2,2,6,2,4,2,3,1,4,1,1,1,2,0,0,3,1
1996,1,2,2,2,3,1,4,5,1,1,4,1,1,1,2,0,0,3,1
1996,1,1,2,1,5,1,4,1,4,2,2,1,1,1,2,1,2,1,1
1996,2,1,88,1,5,1,4,1,4,1,5,1,2,1,2,0,0,2,1
1996,2,3,88,3,3,1,4,5,4,1,3,3,5,1,2,0,0,1,1
1996,1,1,2,1,7,2,4,1,4,2,4,1,2,1,2,0,0,5,1
1996,1,2,2,2,6,1,4,3,1,1,4,1,2,1,2,1,2,1,1
1996,1,1,2,1,1,1,4,1,4,1,4,2,0,1,2,1,1,3,1
1996,1,2,2,2,3,1,4,5,1,1,4,2,0,1,2,0,0,4,2
1996,1,1,1,4,5,4,4,2,3,1,4,1,3,1,2,0,0,3,2
1996,1,1,2,1,1,1,4,1,1,2,4,3,5,1,2,0,0,3,2
1996,1,1,1,4,4,1,4,2,3,1,4,2,0,1,2,0,0,3,2
1996,1,1,2,1,4,1,4,1,4,1,4,1,2,1,2,0,0,3,2
1996,1,1,2,1,8,2,4,5,2,1,5,1,1,1,2,0,0,1,1
1996,1,1,2,1,1,1,4,1,2,2,4,2,0,1,2,0,0,1,2
1996,2,1,2,1,5,5,4,0,2,3,1,2,0,1,2,1,1,1,1
1996,2,1,2,1,6,2,4,0,3,3,2,2,0,1,2,1,1,5,1
1996,2,2,2,2,5,5,4,1,3,3,1,2,0,1,2,1,1,1,1
1996,1,3,2,3,5,1,4,2,4,1,4,2,0,1,2,1,2,3,1
1996,2,3,2,3,4,1,4,5,4,1,5,1,1,1,2,0,0,1,2
1996,2,1,1,4,3,1,4,5,1,1,4,2,0,1,2,0,0,3,2
1996,2,1,1,4,3,1,4,5,1,1,4,2,0,1,2,0,0,3,2
1996,2,2,2,2,4,1,4,3,1,1,3,1,1,1,2,0,0,3,1
1996,2,1,2,1,5,2,4,1,1,2,4,1,1,1,2,0,0,3,1
1996,1,2,2,2,1,1,4,1,4,2,4,2,0,1,2,1,1,3,1
1996,1,1,2,1,5,4,4,2,3,1,3,2,0,1,2,0,0,1,2
1996,1,1,2,1,6,1,4,3,4,1,4,2,0,1,2,1,1,5,2
1996,1,1,2,1,6,2,4,1,2,2,4,2,0,1,2,1,2,3,3
1996,1,1,2,1,5,2,4,0,3,2,4,1,1,1,2,0,0,5,1
1996,1,1,2,1,2,1,4,1,3,3,3,1,3,1,2,1,1,3,1
1996,1,1,2,1,7,4,4,1,3,3,4,3,5,1,2,1,2,3,1
1996,1,1,2,1,2,1,4,1,4,2,4,2,0,1,2,1,2,3,1
1996,2,1,2,1,5,1,4,1,1,2,1,2,0,1,2,1,2,2,2
1996,1,1,1,4,3,1,4,1,2,2,4,2,0,1,2,0,0,1,2
1996,2,1,2,1,3,1,4,1,2,2,4,2,0,1,2,0,0,1,2
1996,1,1,2,1,3,1,4,0,3,3,4,3,5,1,2,0,0,3,1
1996,2,1,1,4,2,1,4,4,4,1,2,2,0,1,2,1,1,1,2
1996,1,1,2,1,5,2,4,2,3,1,4,2,0,1,2,0,0,3,2
1996,1,1,2,1,5,2,4,2,3,1,4,3,5,1,2,0,0,3,2
1996,1,1,2,1,7,4,4,4,2,1,1,2,0,1,2,0,0,1,2
1996,1,1,2,1,3,1,4,2,3,1,3,2,0,1,2,1,2,2,1
1996,1,1,2,1,4,2,4,2,3,2,4,2,0,1,2,0,0,3,2
1996,1,1,2,1,5,2,4,0,3,2,4,1,1,1,2,0,0,3,1
1996,1,1,2,1,3,1,4,1,3,2,4,2,0,1,2,0,0,3,2
1996,1,1,1,4,6,2,4,3,3,1,4,1,3,1,2,0,0,3,2
1996,2,2,2,2,1,1,4,2,1,1,4,1,1,1,2,0,0,4,2
1996,2,2,1,4,5,2,4,5,2,1,2,2,0,1,2,1,1,1,1
1996,2,1,2,1,1,1,4,0,4,2,2,2,0,1,2,0,0,1,2
1996,2,1,2,1,6,2,4,0,4,2,5,2,0,1,2,1,,1,2
1996,1,1,2,1,2,1,4,0,1,3,3,2,0,1,2,1,1,4,2
1996,1,1,2,1,5,1,4,1,4,3,4,1,2,1,2,0,0,1,1
1996,1,1,2,1,3,1,4,0,3,2,4,1,2,1,2,0,0,5,2
1996,1,1,2,1,3,1,4,0,3,2,3,1,3,1,2,0,0,4,1
1996,1,1,2,1,6,1,4,1,2,2,4,1,2,1,2,0,0,3,2
1996,2,1,2,1,4,1,4,2,4,2,4,1,4,1,3,0,0,3,2
1996,2,1,2,1,5,2,4,0,3,3,4,1,1,1,3,0,0,3,1
1996,2,1,2,1,2,1,4,3,4,1,4,1,1,1,3,1,1,3,2
1996,2,1,2,1,2,1,4,3,4,1,4,1,1,1,3,0,0,3,2
1996,1,1,2,1,4,1,4,3,3,1,3,1,3,1,3,1,1,2,2
1996,1,3,2,3,5,1,4,1,4,1,4,1,3,1,3,0,0,2,2
1996,1,3,2,3,5,1,4,1,4,1,4,1,2,1,3,0,0,2,2
1996,1,1,2,1,6,2,4,2,3,2,1,1,1,1,3,0,0,1,1
1996,2,1,1,4,1,1,4,2,3,1,3,1,2,1,3,0,0,2,1
1996,1,1,2,1,6,4,4,4,4,1,4,1,3,1,3,0,0,3,2
1996,2,1,2,1,5,1,4,3,2,1,3,1,3,1,3,1,1,5,1
